xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
1996.79098360656	1996.87431693989	1996.83333333333 1995	time2	1996.83333333333	time2	1995	1564
1996.87431693989	1996.95765027322	1996.91530054645 1995	time2	1996.91530054645	time2	1995	1635
1996.95765027322	1997.04246575342	1997 1995	time2	1997	time2	1995	1706
1997.04246575342	1997.12328767123	1997.08493150685 1995	time2	1997.08493150685	time2	1995	1777
1997.12328767123	1997.20410958904	1997.16164383562 1995	time2	1997.16164383562	time2	1995	1848
1997.20410958904	1997.28767123288	1997.24657534247 1995	time2	1997.24657534247	time2	1995	1919
1997.28767123288	1997.37123287671	1997.32876712329 1995	time2	1997.32876712329	time2	1995	1990
1997.37123287671	1997.45479452055	1997.41369863014 1995	time2	1997.41369863014	time2	1995	2061
1997.45479452055	1997.53835616438	1997.49589041096 1995	time2	1997.49589041096	time2	1995	2132
1997.53835616438	1997.62328767123	1997.58082191781 1995	time2	1997.58082191781	time2	1995	2203
1997.62328767123	1997.70684931507	1997.66575342466 1995	time2	1997.66575342466	time2	1995	2274
1997.70684931507	1997.7904109589	1997.74794520548 1995	time2	1997.74794520548	time2	1995	2345
1997.7904109589	1997.87397260274	1997.83287671233 1995	time2	1997.83287671233	time2	1995	2416
1997.87397260274	1997.95753424658	1997.91506849315 1995	time2	1997.91506849315	time2	1995	2487
1997.95753424658	1998.04246575342	1998 1995	time2	1998	time2	1995	2558
1998.04246575342	1998.12328767123	1998.08493150685 1995	time2	1998.08493150685	time2	1995	2629
1998.12328767123	1998.20410958904	1998.16164383562 1995	time2	1998.16164383562	time2	1995	2700
1998.20410958904	1998.28767123288	1998.24657534247 1995	time2	1998.24657534247	time2	1995	2771
1998.28767123288	1998.37123287671	1998.32876712329 1995	time2	1998.32876712329	time2	1995	2842
1998.37123287671	1998.45479452055	1998.41369863014 1995	time2	1998.41369863014	time2	1995	2913
1998.45479452055	1998.53835616438	1998.49589041096 1995	time2	1998.49589041096	time2	1995	2984
1998.53835616438	1998.62328767123	1998.58082191781 1995	time2	1998.58082191781	time2	1995	3055
1998.62328767123	1998.70684931507	1998.66575342466 1995	time2	1998.66575342466	time2	1995	3126
1998.70684931507	1998.7904109589	1998.74794520548 1995	time2	1998.74794520548	time2	1995	3197
1998.7904109589	1998.87397260274	1998.83287671233 1995	time2	1998.83287671233	time2	1995	3268
1998.87397260274	1998.95753424658	1998.91506849315 1995	time2	1998.91506849315	time2	1995	3339
1998.95753424658	1999.04246575342	1999 1995	time2	1999	time2	1995	3410
1999.04246575342	1999.12328767123	1999.08493150685 1995	time2	1999.08493150685	time2	1995	3481
1999.12328767123	1999.20410958904	1999.16164383562 1995	time2	1999.16164383562	time2	1995	3552
1999.20410958904	1999.28767123288	1999.24657534247 1995	time2	1999.24657534247	time2	1995	3623
1999.28767123288	1999.37123287671	1999.32876712329 1995	time2	1999.32876712329	time2	1995	3694
1999.37123287671	1999.45479452055	1999.41369863014 1995	time2	1999.41369863014	time2	1995	3765
1999.45479452055	1999.53835616438	1999.49589041096 1995	time2	1999.49589041096	time2	1995	3836
1999.53835616438	1999.62328767123	1999.58082191781 1995	time2	1999.58082191781	time2	1995	3907
1999.62328767123	1999.70684931507	1999.66575342466 1995	time2	1999.66575342466	time2	1995	3978
1999.70684931507	1999.7904109589	1999.74794520548 1995	time2	1999.74794520548	time2	1995	4049
1999.7904109589	1999.87397260274	1999.83287671233 1995	time2	1999.83287671233	time2	1995	4120
1999.87397260274	1999.95753424658	1999.91506849315 1995	time2	1999.91506849315	time2	1995	4191
1999.95753424658	2000.04234972678	2000 1995	time2	2000	time2	1995	4262
2000.04234972678	2000.12431693989	2000.08469945355 1995	time2	2000.08469945355	time2	1995	4333
2000.12431693989	2000.20628415301	2000.16393442623 1995	time2	2000.16393442623	time2	1995	4404
2000.20628415301	2000.28961748634	2000.24863387978 1995	time2	2000.24863387978	time2	1995	4475
2000.28961748634	2000.37295081967	2000.3306010929 1995	time2	2000.3306010929	time2	1995	4546
2000.37295081967	2000.45628415301	2000.41530054645 1995	time2	2000.41530054645	time2	1995	4617
2000.45628415301	2000.53961748634	2000.49726775956 1995	time2	2000.49726775956	time2	1995	4688
2000.53961748634	2000.62431693989	2000.58196721311 1995	time2	2000.58196721312	time2	1995	4759
2000.62431693989	2000.70765027322	2000.66666666667 1995	time2	2000.66666666667	time2	1995	4830
2000.70765027322	2000.79098360656	2000.74863387978 1995	time2	2000.74863387978	time2	1995	4901
2000.79098360656	2000.87431693989	2000.83333333333 1995	time2	2000.83333333333	time2	1995	4972
2000.87431693989	2000.95628415301	2000.91530054645 1995	time2	2000.91530054645	time2	1995	5043
1994.95753424658	1995.04246575342	1995 1995.08493150685	time2	1995	time2	1995.08493150685	2
1995.04246575342	1995.12328767123	1	time2	1995.08493150685	time2	1995.08493150685	1
1995.12328767123	1995.20410958904	1995.16164383562 1995.08493150685	time2	1995.16164383562	time2	1995.08493150685	145
1995.20410958904	1995.28767123288	1995.24657534247 1995.08493150685	time2	1995.24657534247	time2	1995.08493150685	216
1995.28767123288	1995.37123287671	1995.32876712329 1995.08493150685	time2	1995.32876712329	time2	1995.08493150685	287
1995.37123287671	1995.45479452055	1995.41369863014 1995.08493150685	time2	1995.41369863014	time2	1995.08493150685	358
1995.45479452055	1995.53835616438	1995.49589041096 1995.08493150685	time2	1995.49589041096	time2	1995.08493150685	429
1995.53835616438	1995.62328767123	1995.58082191781 1995.08493150685	time2	1995.58082191781	time2	1995.08493150685	500
1995.62328767123	1995.70684931507	1995.66575342466 1995.08493150685	time2	1995.66575342466	time2	1995.08493150685	571
1995.70684931507	1995.7904109589	1995.74794520548 1995.08493150685	time2	1995.74794520548	time2	1995.08493150685	642
1995.7904109589	1995.87397260274	1995.83287671233 1995.08493150685	time2	1995.83287671233	time2	1995.08493150685	713
1995.87397260274	1995.95753424658	1995.91506849315 1995.08493150685	time2	1995.91506849315	time2	1995.08493150685	784
1995.95753424658	1996.04234972678	1996 1995.08493150685	time2	1996	time2	1995.08493150685	855
1996.04234972678	1996.12431693989	1996.08469945355 1995.08493150685	time2	1996.08469945355	time2	1995.08493150685	926
1996.12431693989	1996.20628415301	1996.16393442623 1995.08493150685	time2	1996.16393442623	time2	1995.08493150685	997
1996.20628415301	1996.28961748634	1996.24863387978 1995.08493150685	time2	1996.24863387978	time2	1995.08493150685	1068
1996.28961748634	1996.37295081967	1996.3306010929 1995.08493150685	time2	1996.3306010929	time2	1995.08493150685	1139
1996.37295081967	1996.45628415301	1996.41530054645 1995.08493150685	time2	1996.41530054645	time2	1995.08493150685	1210
1996.45628415301	1996.53961748634	1996.49726775956 1995.08493150685	time2	1996.49726775956	time2	1995.08493150685	1281
1996.53961748634	1996.62431693989	1996.58196721311 1995.08493150685	time2	1996.58196721311	time2	1995.08493150685	1352
1996.62431693989	1996.70765027322	1996.66666666667 1995.08493150685	time2	1996.66666666667	time2	1995.08493150685	1423
1996.70765027322	1996.79098360656	1996.74863387978 1995.08493150685	time2	1996.74863387978	time2	1995.08493150685	1494
1996.79098360656	1996.87431693989	1996.83333333333 1995.08493150685	time2	1996.83333333333	time2	1995.08493150685	1565
1996.87431693989	1996.95765027322	1996.91530054645 1995.08493150685	time2	1996.91530054645	time2	1995.08493150685	1636
1996.95765027322	1997.04246575342	1997 1995.08493150685	time2	1997	time2	1995.08493150685	1707
1997.04246575342	1997.12328767123	1997.08493150685 1995.08493150685	time2	1997.08493150685	time2	1995.08493150685	1778
1997.12328767123	1997.20410958904	1997.16164383562 1995.08493150685	time2	1997.16164383562	time2	1995.08493150685	1849
1997.20410958904	1997.28767123288	1997.24657534247 1995.08493150685	time2	1997.24657534247	time2	1995.08493150685	1920
1997.28767123288	1997.37123287671	1997.32876712329 1995.08493150685	time2	1997.32876712329	time2	1995.08493150685	1991
1997.37123287671	1997.45479452055	1997.41369863014 1995.08493150685	time2	1997.41369863014	time2	1995.08493150685	2062
1997.45479452055	1997.53835616438	1997.49589041096 1995.08493150685	time2	1997.49589041096	time2	1995.08493150685	2133
1997.53835616438	1997.62328767123	1997.58082191781 1995.08493150685	time2	1997.58082191781	time2	1995.08493150685	2204
1997.62328767123	1997.70684931507	1997.66575342466 1995.08493150685	time2	1997.66575342466	time2	1995.08493150685	2275
1997.70684931507	1997.7904109589	1997.74794520548 1995.08493150685	time2	1997.74794520548	time2	1995.08493150685	2346
1997.7904109589	1997.87397260274	1997.83287671233 1995.08493150685	time2	1997.83287671233	time2	1995.08493150685	2417
1997.87397260274	1997.95753424658	1997.91506849315 1995.08493150685	time2	1997.91506849315	time2	1995.08493150685	2488
1997.95753424658	1998.04246575342	1998 1995.08493150685	time2	1998	time2	1995.08493150685	2559
1998.04246575342	1998.12328767123	1998.08493150685 1995.08493150685	time2	1998.08493150685	time2	1995.08493150685	2630
1998.12328767123	1998.20410958904	1998.16164383562 1995.08493150685	time2	1998.16164383562	time2	1995.08493150685	2701
1998.20410958904	1998.28767123288	1998.24657534247 1995.08493150685	time2	1998.24657534247	time2	1995.08493150685	2772
1998.28767123288	1998.37123287671	1998.32876712329 1995.08493150685	time2	1998.32876712329	time2	1995.08493150685	2843
1998.37123287671	1998.45479452055	1998.41369863014 1995.08493150685	time2	1998.41369863014	time2	1995.08493150685	2914
1998.45479452055	1998.53835616438	1998.49589041096 1995.08493150685	time2	1998.49589041096	time2	1995.08493150685	2985
1998.53835616438	1998.62328767123	1998.58082191781 1995.08493150685	time2	1998.58082191781	time2	1995.08493150685	3056
1998.62328767123	1998.70684931507	1998.66575342466 1995.08493150685	time2	1998.66575342466	time2	1995.08493150685	3127
1998.70684931507	1998.7904109589	1998.74794520548 1995.08493150685	time2	1998.74794520548	time2	1995.08493150685	3198
1998.7904109589	1998.87397260274	1998.83287671233 1995.08493150685	time2	1998.83287671233	time2	1995.08493150685	3269
1998.87397260274	1998.95753424658	1998.91506849315 1995.08493150685	time2	1998.91506849315	time2	1995.08493150685	3340
1998.95753424658	1999.04246575342	1999 1995.08493150685	time2	1999	time2	1995.08493150685	3411
1999.04246575342	1999.12328767123	1999.08493150685 1995.08493150685	time2	1999.08493150685	time2	1995.08493150685	3482
1999.12328767123	1999.20410958904	1999.16164383562 1995.08493150685	time2	1999.16164383562	time2	1995.08493150685	3553
1999.20410958904	1999.28767123288	1999.24657534247 1995.08493150685	time2	1999.24657534247	time2	1995.08493150685	3624
1999.28767123288	1999.37123287671	1999.32876712329 1995.08493150685	time2	1999.32876712329	time2	1995.08493150685	3695
1999.37123287671	1999.45479452055	1999.41369863014 1995.08493150685	time2	1999.41369863014	time2	1995.08493150685	3766
1999.45479452055	1999.53835616438	1999.49589041096 1995.08493150685	time2	1999.49589041096	time2	1995.08493150685	3837
1999.53835616438	1999.62328767123	1999.58082191781 1995.08493150685	time2	1999.58082191781	time2	1995.08493150685	3908
1999.62328767123	1999.70684931507	1999.66575342466 1995.08493150685	time2	1999.66575342466	time2	1995.08493150685	3979
1999.70684931507	1999.7904109589	1999.74794520548 1995.08493150685	time2	1999.74794520548	time2	1995.08493150685	4050
1999.7904109589	1999.87397260274	1999.83287671233 1995.08493150685	time2	1999.83287671233	time2	1995.08493150685	4121
1999.87397260274	1999.95753424658	1999.91506849315 1995.08493150685	time2	1999.91506849315	time2	1995.08493150685	4192
1999.95753424658	2000.04234972678	2000 1995.08493150685	time2	2000	time2	1995.08493150685	4263
2000.04234972678	2000.12431693989	2000.08469945355 1995.08493150685	time2	2000.08469945355	time2	1995.08493150685	4334
2000.12431693989	2000.20628415301	2000.16393442623 1995.08493150685	time2	2000.16393442623	time2	1995.08493150685	4405
2000.20628415301	2000.28961748634	2000.24863387978 1995.08493150685	time2	2000.24863387978	time2	1995.08493150685	4476
2000.28961748634	2000.37295081967	2000.3306010929 1995.08493150685	time2	2000.3306010929	time2	1995.08493150685	4547
2000.37295081967	2000.45628415301	2000.41530054645 1995.08493150685	time2	2000.41530054645	time2	1995.08493150685	4618
2000.45628415301	2000.53961748634	2000.49726775956 1995.08493150685	time2	2000.49726775956	time2	1995.08493150685	4689
2000.53961748634	2000.62431693989	2000.58196721311 1995.08493150685	time2	2000.58196721312	time2	1995.08493150685	4760
2000.62431693989	2000.70765027322	2000.66666666667 1995.08493150685	time2	2000.66666666667	time2	1995.08493150685	4831
2000.70765027322	2000.79098360656	2000.74863387978 1995.08493150685	time2	2000.74863387978	time2	1995.08493150685	4902
2000.79098360656	2000.87431693989	2000.83333333333 1995.08493150685	time2	2000.83333333333	time2	1995.08493150685	4973
2000.87431693989	2000.95628415301	2000.91530054645 1995.08493150685	time2	2000.91530054645	time2	1995.08493150685	5044
1994.95753424658	1995.04246575342	1995 1995.16164383562	time2	1995	time2	1995.16164383562	3
1995.04246575342	1995.12328767123	1995.08493150685 1995.16164383562	time2	1995.08493150685	time2	1995.16164383562	74
1995.12328767123	1995.20410958904	1	time2	1995.16164383562	time2	1995.16164383562	1
1995.20410958904	1995.28767123288	1995.24657534247 1995.16164383562	time2	1995.24657534247	time2	1995.16164383562	217
1995.28767123288	1995.37123287671	1995.32876712329 1995.16164383562	time2	1995.32876712329	time2	1995.16164383562	288
1995.37123287671	1995.45479452055	1995.41369863014 1995.16164383562	time2	1995.41369863014	time2	1995.16164383562	359
1995.45479452055	1995.53835616438	1995.49589041096 1995.16164383562	time2	1995.49589041096	time2	1995.16164383562	430
1995.53835616438	1995.62328767123	1995.58082191781 1995.16164383562	time2	1995.58082191781	time2	1995.16164383562	501
1995.62328767123	1995.70684931507	1995.66575342466 1995.16164383562	time2	1995.66575342466	time2	1995.16164383562	572
1995.70684931507	1995.7904109589	1995.74794520548 1995.16164383562	time2	1995.74794520548	time2	1995.16164383562	643
1995.7904109589	1995.87397260274	1995.83287671233 1995.16164383562	time2	1995.83287671233	time2	1995.16164383562	714
1995.87397260274	1995.95753424658	1995.91506849315 1995.16164383562	time2	1995.91506849315	time2	1995.16164383562	785
1995.95753424658	1996.04234972678	1996 1995.16164383562	time2	1996	time2	1995.16164383562	856
1996.04234972678	1996.12431693989	1996.08469945355 1995.16164383562	time2	1996.08469945355	time2	1995.16164383562	927
1996.12431693989	1996.20628415301	1996.16393442623 1995.16164383562	time2	1996.16393442623	time2	1995.16164383562	998
1996.20628415301	1996.28961748634	1996.24863387978 1995.16164383562	time2	1996.24863387978	time2	1995.16164383562	1069
1996.28961748634	1996.37295081967	1996.3306010929 1995.16164383562	time2	1996.3306010929	time2	1995.16164383562	1140
1996.37295081967	1996.45628415301	1996.41530054645 1995.16164383562	time2	1996.41530054645	time2	1995.16164383562	1211
1996.45628415301	1996.53961748634	1996.49726775956 1995.16164383562	time2	1996.49726775956	time2	1995.16164383562	1282
1996.53961748634	1996.62431693989	1996.58196721311 1995.16164383562	time2	1996.58196721311	time2	1995.16164383562	1353
1996.62431693989	1996.70765027322	1996.66666666667 1995.16164383562	time2	1996.66666666667	time2	1995.16164383562	1424
1996.70765027322	1996.79098360656	1996.74863387978 1995.16164383562	time2	1996.74863387978	time2	1995.16164383562	1495
1996.79098360656	1996.87431693989	1996.83333333333 1995.16164383562	time2	1996.83333333333	time2	1995.16164383562	1566
1996.87431693989	1996.95765027322	1996.91530054645 1995.16164383562	time2	1996.91530054645	time2	1995.16164383562	1637
1996.95765027322	1997.04246575342	1997 1995.16164383562	time2	1997	time2	1995.16164383562	1708
1997.04246575342	1997.12328767123	1997.08493150685 1995.16164383562	time2	1997.08493150685	time2	1995.16164383562	1779
1997.12328767123	1997.20410958904	1997.16164383562 1995.16164383562	time2	1997.16164383562	time2	1995.16164383562	1850
1997.20410958904	1997.28767123288	1997.24657534247 1995.16164383562	time2	1997.24657534247	time2	1995.16164383562	1921
1997.28767123288	1997.37123287671	1997.32876712329 1995.16164383562	time2	1997.32876712329	time2	1995.16164383562	1992
1997.37123287671	1997.45479452055	1997.41369863014 1995.16164383562	time2	1997.41369863014	time2	1995.16164383562	2063
1997.45479452055	1997.53835616438	1997.49589041096 1995.16164383562	time2	1997.49589041096	time2	1995.16164383562	2134
1997.53835616438	1997.62328767123	1997.58082191781 1995.16164383562	time2	1997.58082191781	time2	1995.16164383562	2205
1997.62328767123	1997.70684931507	1997.66575342466 1995.16164383562	time2	1997.66575342466	time2	1995.16164383562	2276
1997.70684931507	1997.7904109589	1997.74794520548 1995.16164383562	time2	1997.74794520548	time2	1995.16164383562	2347
1997.7904109589	1997.87397260274	1997.83287671233 1995.16164383562	time2	1997.83287671233	time2	1995.16164383562	2418
1997.87397260274	1997.95753424658	1997.91506849315 1995.16164383562	time2	1997.91506849315	time2	1995.16164383562	2489
1997.95753424658	1998.04246575342	1998 1995.16164383562	time2	1998	time2	1995.16164383562	2560
1998.04246575342	1998.12328767123	1998.08493150685 1995.16164383562	time2	1998.08493150685	time2	1995.16164383562	2631
1998.12328767123	1998.20410958904	1998.16164383562 1995.16164383562	time2	1998.16164383562	time2	1995.16164383562	2702
1998.20410958904	1998.28767123288	1998.24657534247 1995.16164383562	time2	1998.24657534247	time2	1995.16164383562	2773
1998.28767123288	1998.37123287671	1998.32876712329 1995.16164383562	time2	1998.32876712329	time2	1995.16164383562	2844
1998.37123287671	1998.45479452055	1998.41369863014 1995.16164383562	time2	1998.41369863014	time2	1995.16164383562	2915
1998.45479452055	1998.53835616438	1998.49589041096 1995.16164383562	time2	1998.49589041096	time2	1995.16164383562	2986
1998.53835616438	1998.62328767123	1998.58082191781 1995.16164383562	time2	1998.58082191781	time2	1995.16164383562	3057
1998.62328767123	1998.70684931507	1998.66575342466 1995.16164383562	time2	1998.66575342466	time2	1995.16164383562	3128
1998.70684931507	1998.7904109589	1998.74794520548 1995.16164383562	time2	1998.74794520548	time2	1995.16164383562	3199
1998.7904109589	1998.87397260274	1998.83287671233 1995.16164383562	time2	1998.83287671233	time2	1995.16164383562	3270
1998.87397260274	1998.95753424658	1998.91506849315 1995.16164383562	time2	1998.91506849315	time2	1995.16164383562	3341
1998.95753424658	1999.04246575342	1999 1995.16164383562	time2	1999	time2	1995.16164383562	3412
1999.04246575342	1999.12328767123	1999.08493150685 1995.16164383562	time2	1999.08493150685	time2	1995.16164383562	3483
1999.12328767123	1999.20410958904	1999.16164383562 1995.16164383562	time2	1999.16164383562	time2	1995.16164383562	3554
1999.20410958904	1999.28767123288	1999.24657534247 1995.16164383562	time2	1999.24657534247	time2	1995.16164383562	3625
1999.28767123288	1999.37123287671	1999.32876712329 1995.16164383562	time2	1999.32876712329	time2	1995.16164383562	3696
1999.37123287671	1999.45479452055	1999.41369863014 1995.16164383562	time2	1999.41369863014	time2	1995.16164383562	3767
1999.45479452055	1999.53835616438	1999.49589041096 1995.16164383562	time2	1999.49589041096	time2	1995.16164383562	3838
1999.53835616438	1999.62328767123	1999.58082191781 1995.16164383562	time2	1999.58082191781	time2	1995.16164383562	3909
1999.62328767123	1999.70684931507	1999.66575342466 1995.16164383562	time2	1999.66575342466	time2	1995.16164383562	3980
1999.70684931507	1999.7904109589	1999.74794520548 1995.16164383562	time2	1999.74794520548	time2	1995.16164383562	4051
1999.7904109589	1999.87397260274	1999.83287671233 1995.16164383562	time2	1999.83287671233	time2	1995.16164383562	4122
1999.87397260274	1999.95753424658	1999.91506849315 1995.16164383562	time2	1999.91506849315	time2	1995.16164383562	4193
1999.95753424658	2000.04234972678	2000 1995.16164383562	time2	2000	time2	1995.16164383562	4264
2000.04234972678	2000.12431693989	2000.08469945355 1995.16164383562	time2	2000.08469945355	time2	1995.16164383562	4335
2000.12431693989	2000.20628415301	2000.16393442623 1995.16164383562	time2	2000.16393442623	time2	1995.16164383562	4406
2000.20628415301	2000.28961748634	2000.24863387978 1995.16164383562	time2	2000.24863387978	time2	1995.16164383562	4477
2000.28961748634	2000.37295081967	2000.3306010929 1995.16164383562	time2	2000.3306010929	time2	1995.16164383562	4548
2000.37295081967	2000.45628415301	2000.41530054645 1995.16164383562	time2	2000.41530054645	time2	1995.16164383562	4619
2000.45628415301	2000.53961748634	2000.49726775956 1995.16164383562	time2	2000.49726775956	time2	1995.16164383562	4690
2000.53961748634	2000.62431693989	2000.58196721311 1995.16164383562	time2	2000.58196721312	time2	1995.16164383562	4761
2000.62431693989	2000.70765027322	2000.66666666667 1995.16164383562	time2	2000.66666666667	time2	1995.16164383562	4832
2000.70765027322	2000.79098360656	2000.74863387978 1995.16164383562	time2	2000.74863387978	time2	1995.16164383562	4903
2000.79098360656	2000.87431693989	2000.83333333333 1995.16164383562	time2	2000.83333333333	time2	1995.16164383562	4974
2000.87431693989	2000.95628415301	2000.91530054645 1995.16164383562	time2	2000.91530054645	time2	1995.16164383562	5045
1994.95753424658	1995.04246575342	1995 1995.24657534247	time2	1995	time2	1995.24657534247	4
1995.04246575342	1995.12328767123	1995.08493150685 1995.24657534247	time2	1995.08493150685	time2	1995.24657534247	75
1995.12328767123	1995.20410958904	1995.16164383562 1995.24657534247	time2	1995.16164383562	time2	1995.24657534247	146
1995.20410958904	1995.28767123288	1	time2	1995.24657534247	time2	1995.24657534247	1
1995.28767123288	1995.37123287671	1995.32876712329 1995.24657534247	time2	1995.32876712329	time2	1995.24657534247	289
1995.37123287671	1995.45479452055	1995.41369863014 1995.24657534247	time2	1995.41369863014	time2	1995.24657534247	360
1995.45479452055	1995.53835616438	1995.49589041096 1995.24657534247	time2	1995.49589041096	time2	1995.24657534247	431
1995.53835616438	1995.62328767123	1995.58082191781 1995.24657534247	time2	1995.58082191781	time2	1995.24657534247	502
1995.62328767123	1995.70684931507	1995.66575342466 1995.24657534247	time2	1995.66575342466	time2	1995.24657534247	573
1995.70684931507	1995.7904109589	1995.74794520548 1995.24657534247	time2	1995.74794520548	time2	1995.24657534247	644
1995.7904109589	1995.87397260274	1995.83287671233 1995.24657534247	time2	1995.83287671233	time2	1995.24657534247	715
1995.87397260274	1995.95753424658	1995.91506849315 1995.24657534247	time2	1995.91506849315	time2	1995.24657534247	786
1995.95753424658	1996.04234972678	1996 1995.24657534247	time2	1996	time2	1995.24657534247	857
1996.04234972678	1996.12431693989	1996.08469945355 1995.24657534247	time2	1996.08469945355	time2	1995.24657534247	928
1996.12431693989	1996.20628415301	1996.16393442623 1995.24657534247	time2	1996.16393442623	time2	1995.24657534247	999
1996.20628415301	1996.28961748634	1996.24863387978 1995.24657534247	time2	1996.24863387978	time2	1995.24657534247	1070
1996.28961748634	1996.37295081967	1996.3306010929 1995.24657534247	time2	1996.3306010929	time2	1995.24657534247	1141
1996.37295081967	1996.45628415301	1996.41530054645 1995.24657534247	time2	1996.41530054645	time2	1995.24657534247	1212
1996.45628415301	1996.53961748634	1996.49726775956 1995.24657534247	time2	1996.49726775956	time2	1995.24657534247	1283
1996.53961748634	1996.62431693989	1996.58196721311 1995.24657534247	time2	1996.58196721311	time2	1995.24657534247	1354
1996.62431693989	1996.70765027322	1996.66666666667 1995.24657534247	time2	1996.66666666667	time2	1995.24657534247	1425
1996.70765027322	1996.79098360656	1996.74863387978 1995.24657534247	time2	1996.74863387978	time2	1995.24657534247	1496
1996.79098360656	1996.87431693989	1996.83333333333 1995.24657534247	time2	1996.83333333333	time2	1995.24657534247	1567
1996.87431693989	1996.95765027322	1996.91530054645 1995.24657534247	time2	1996.91530054645	time2	1995.24657534247	1638
1996.95765027322	1997.04246575342	1997 1995.24657534247	time2	1997	time2	1995.24657534247	1709
1997.04246575342	1997.12328767123	1997.08493150685 1995.24657534247	time2	1997.08493150685	time2	1995.24657534247	1780
1997.12328767123	1997.20410958904	1997.16164383562 1995.24657534247	time2	1997.16164383562	time2	1995.24657534247	1851
1997.20410958904	1997.28767123288	1997.24657534247 1995.24657534247	time2	1997.24657534247	time2	1995.24657534247	1922
1997.28767123288	1997.37123287671	1997.32876712329 1995.24657534247	time2	1997.32876712329	time2	1995.24657534247	1993
1997.37123287671	1997.45479452055	1997.41369863014 1995.24657534247	time2	1997.41369863014	time2	1995.24657534247	2064
1997.45479452055	1997.53835616438	1997.49589041096 1995.24657534247	time2	1997.49589041096	time2	1995.24657534247	2135
1997.53835616438	1997.62328767123	1997.58082191781 1995.24657534247	time2	1997.58082191781	time2	1995.24657534247	2206
1997.62328767123	1997.70684931507	1997.66575342466 1995.24657534247	time2	1997.66575342466	time2	1995.24657534247	2277
1997.70684931507	1997.7904109589	1997.74794520548 1995.24657534247	time2	1997.74794520548	time2	1995.24657534247	2348
1997.7904109589	1997.87397260274	1997.83287671233 1995.24657534247	time2	1997.83287671233	time2	1995.24657534247	2419
1997.87397260274	1997.95753424658	1997.91506849315 1995.24657534247	time2	1997.91506849315	time2	1995.24657534247	2490
1997.95753424658	1998.04246575342	1998 1995.24657534247	time2	1998	time2	1995.24657534247	2561
1998.04246575342	1998.12328767123	1998.08493150685 1995.24657534247	time2	1998.08493150685	time2	1995.24657534247	2632
1998.12328767123	1998.20410958904	1998.16164383562 1995.24657534247	time2	1998.16164383562	time2	1995.24657534247	2703
1998.20410958904	1998.28767123288	1998.24657534247 1995.24657534247	time2	1998.24657534247	time2	1995.24657534247	2774
1998.28767123288	1998.37123287671	1998.32876712329 1995.24657534247	time2	1998.32876712329	time2	1995.24657534247	2845
1998.37123287671	1998.45479452055	1998.41369863014 1995.24657534247	time2	1998.41369863014	time2	1995.24657534247	2916
1998.45479452055	1998.53835616438	1998.49589041096 1995.24657534247	time2	1998.49589041096	time2	1995.24657534247	2987
1998.53835616438	1998.62328767123	1998.58082191781 1995.24657534247	time2	1998.58082191781	time2	1995.24657534247	3058
1998.62328767123	1998.70684931507	1998.66575342466 1995.24657534247	time2	1998.66575342466	time2	1995.24657534247	3129
1998.70684931507	1998.7904109589	1998.74794520548 1995.24657534247	time2	1998.74794520548	time2	1995.24657534247	3200
